product_id,product_name,category,brand,price,rating
P000216,Pulse Serious,Sports,Pulse,295.05,4.86
P000217,Zenith Follow,Clothing,Zenith,101.57,3.68
P000218,Harbor Last,Electronics,Harbor,234.99,2.93
P000219,NeoTech Film,Pet Supplies,NeoTech,82.2,2.96
P000220,Everest Team,Electronics,Everest,184.85,3.14
P000221,Nimbus Customer,Groceries,Nimbus,22.47,4.15
P000222,Harbor Miss,Beauty,Harbor,21.85,3.26
P000223,Solace Six,Clothing,Solace,56.92,3.95
P000224,Astra Else,Automotive,Astra,88.96,2.52
P000225,GreenLeaf Newspaper,Electronics,GreenLeaf,527.87,3.96
P000226,Solace School,Clothing,Solace,118.33,2.8
P000227,Solace Risk,Home & Kitchen,Solace,238.61,3.47
P000228,Everest Tv,Automotive,Everest,253.79,3.25
P000229,Acme Run,Pet Supplies,Acme,5.59,2.52
P000230,Astra Well,Clothing,Astra,174.94,2.63
P000231,Zenith Behavior,Electronics,Zenith,178.96,3.27
P000232,Solace Interview,Home & Kitchen,Solace,180.7,4.25
P000233,Zenith Might,Sports,Zenith,173.94,2.64
P000234,NeoTech Fear,Electronics,NeoTech,375.37,3.59
P000235,Everest Minute,Home & Kitchen,Everest,628.13,4.15
P000236,NeoTech Process,Pet Supplies,NeoTech,42.76,2.78
P000237,Zenith Thus,Automotive,Zenith,191.89,2.97
P000238,Harbor Follow,Sports,Harbor,168.05,3.88
P000239,Zenith Commercial,Sports,Zenith,180.4,2.91
P000240,Astra Model,Sports,Astra,13.49,2.91
P000241,Orion Idea,Clothing,Orion,148.45,4.55
P000242,Astra Number,Pet Supplies,Astra,51.96,2.9
P000243,Zenith Hope,Home & Kitchen,Zenith,159.88,3.22
P000244,Everest Sell,Books,Everest,69.29,4.08
P000245,Astra Get,Home & Kitchen,Astra,221.48,4.61
P000246,Willow Because,Automotive,Willow,216.58,3.89
P000247,Solace Finish,Books,Solace,10.2,3.76
P000248,Solace Street,Beauty,Solace,40.54,2.51
P000249,NeoTech Husband,Books,NeoTech,64.76,2.84
P000250,Harbor Seek,Sports,Harbor,162.91,3.13
P000251,Solace Bill,Beauty,Solace,64.82,2.71
P000252,NeoTech Class,Pet Supplies,NeoTech,46.59,3.35
P000253,Harbor Reduce,Groceries,Harbor,46.4,3.4
P000254,Everest Simple,Pet Supplies,Everest,109.05,2.7
P000255,NeoTech Well,Beauty,NeoTech,71.91,4.18
P000256,Orion Treat,Automotive,Orion,664.92,4.0
P000257,Zenith Film,Sports,Zenith,220.65,3.22
P000258,Orion Trouble,Groceries,Orion,11.34,4.46
P000259,Orion Financial,Sports,Orion,166.86,4.42
P000260,Harbor System,Groceries,Harbor,24.11,4.68
P000261,Orion Indicate,Books,Orion,54.65,2.65
P000262,Astra Hear,Home & Kitchen,Astra,186.4,3.66
P000263,Solace Most,Groceries,Solace,12.76,3.47
P000264,Acme Account,Electronics,Acme,1006.47,3.07
P000265,GreenLeaf Move,Home & Kitchen,GreenLeaf,163.19,4.52
P000266,Astra Success,Home & Kitchen,Astra,45.35,3.54
P000267,Nimbus Lawyer,Automotive,Nimbus,696.74,3.32
P000268,Willow Officer,Automotive,Willow,253.41,4.6
P000269,Zenith Clear,Pet Supplies,Zenith,74.5,3.44
P000270,Zenith Break,Books,Zenith,44.29,4.64
P000271,Willow Include,Pet Supplies,Willow,117.63,3.29
P000272,Nimbus Process,Electronics,Nimbus,570.1,4.73
P000273,Willow Seem,Automotive,Willow,913.33,2.55
P000274,Acme Break,Electronics,Acme,1197.44,3.53
P000275,Everest Customer,Toys,Everest,36.36,3.05
P000276,Solace Travel,Automotive,Solace,297.47,4.64
P000277,Orion Their,Beauty,Orion,43.39,3.03
P000278,Astra Goal,Beauty,Astra,37.69,3.99
P000279,Zenith World,Beauty,Zenith,114.56,4.18
P000280,Zenith Cold,Groceries,Zenith,23.41,3.42
P000281,Acme Stuff,Groceries,Acme,28.99,3.31
P000282,Solace Represent,Beauty,Solace,154.03,4.79
P000283,Everest Image,Beauty,Everest,42.47,4.42
P000284,Zenith Then,Beauty,Zenith,7.78,2.53
P000285,Solace Foot,Beauty,Solace,12.79,3.48
P000286,Zenith Church,Pet Supplies,Zenith,39.15,2.85
P000287,NeoTech Vote,Pet Supplies,NeoTech,69.34,3.12
P000288,Acme He,Beauty,Acme,106.67,3.28
P000289,NeoTech Position,Books,NeoTech,68.32,4.84
P000290,Acme Board,Pet Supplies,Acme,44.33,3.9
P000291,Nimbus Goal,Books,Nimbus,50.3,4.89
P000292,GreenLeaf Who,Automotive,GreenLeaf,203.3,3.2
P000293,Astra Season,Sports,Astra,122.71,3.34
P000294,Zenith Recently,Automotive,Zenith,543.31,3.48
P000295,NeoTech What,Pet Supplies,NeoTech,84.97,4.66
P000296,Acme Figure,Groceries,Acme,21.18,2.68
P000297,Everest Deep,Automotive,Everest,902.48,3.98
P000298,Zenith Deal,Electronics,Zenith,1238.93,4.34
P000299,Zenith Partner,Automotive,Zenith,291.45,3.06
P000300,Astra May,Groceries,Astra,26.88,4.77
P000301,Harbor Ever,Sports,Harbor,31.57,4.7
P000302,Zenith Together,Pet Supplies,Zenith,47.73,4.42
P000303,Willow Note,Electronics,Willow,1535.55,4.2
P000304,Willow Site,Clothing,Willow,120.82,2.68
P000305,Everest Scientist,Home & Kitchen,Everest,295.31,3.75
P000306,Everest Air,Sports,Everest,199.78,2.86
P000307,GreenLeaf Note,Home & Kitchen,GreenLeaf,354.49,4.2
P000308,Harbor Score,Electronics,Harbor,930.47,4.1
P000309,NeoTech Second,Groceries,NeoTech,10.7,4.09
P000310,Orion Side,Clothing,Orion,67.11,3.06
P000311,Pulse Money,Beauty,Pulse,110.72,4.69
P000312,Willow Let,Beauty,Willow,84.79,3.97
P000313,Orion Tonight,Books,Orion,70.39,3.74
P000314,Everest According,Books,Everest,79.29,4.76
P000315,Acme Room,Electronics,Acme,1620.72,4.3
P000316,NeoTech Also,Toys,NeoTech,72.21,3.8
P000317,Zenith International,Home & Kitchen,Zenith,101.71,3.13
P000318,Willow Position,Pet Supplies,Willow,91.92,4.25
P000319,Everest Baby,Books,Everest,40.58,4.01
P000320,Zenith Religious,Clothing,Zenith,47.88,2.64
P000321,Pulse Month,Groceries,Pulse,8.99,3.67
P000322,Astra Explain,Groceries,Astra,32.16,2.81
P000323,Orion Speech,Electronics,Orion,694.32,4.6
P000324,Harbor Visit,Toys,Harbor,60.11,3.2
P000325,Solace Down,Sports,Solace,114.24,4.22
P000326,Acme Financial,Groceries,Acme,2.75,4.0
P000327,Orion Television,Pet Supplies,Orion,98.15,3.38
P000328,Pulse Group,Toys,Pulse,26.74,4.05
P000329,Astra Support,Toys,Astra,106.81,3.02
P000330,Orion Begin,Pet Supplies,Orion,37.03,4.32
P000331,Everest Million,Sports,Everest,112.6,4.02
P000332,GreenLeaf Painting,Beauty,GreenLeaf,33.02,4.55
P000333,GreenLeaf Reflect,Books,GreenLeaf,32.42,2.97
P000334,Pulse Something,Pet Supplies,Pulse,84.07,4.19
P000335,NeoTech Cost,Beauty,NeoTech,93.49,3.81
P000336,Acme Outside,Clothing,Acme,121.89,4.21
P000337,Zenith Item,Books,Zenith,23.28,4.87
P000338,Everest Nor,Books,Everest,16.48,2.61
P000339,Nimbus Memory,Pet Supplies,Nimbus,93.07,2.71
P000340,Zenith Life,Groceries,Zenith,20.74,2.7
P000341,Pulse Serious,Sports,Pulse,53.26,3.26
P000342,Nimbus Cell,Sports,Nimbus,90.57,4.49
P000343,Acme Others,Home & Kitchen,Acme,75.19,4.82
P000344,GreenLeaf At,Automotive,GreenLeaf,145.72,3.91
P000345,Solace Official,Books,Solace,62.17,2.74
P000346,Pulse Third,Books,Pulse,51.61,4.24
P000347,Astra Significant,Pet Supplies,Astra,19.77,3.89
P000348,Acme Vote,Pet Supplies,Acme,47.14,4.39
P000349,Zenith Need,Electronics,Zenith,474.22,3.07
P000350,Harbor Financial,Sports,Harbor,241.98,4.69
P000351,Willow Event,Toys,Willow,84.8,3.52
P000352,Everest Daughter,Toys,Everest,112.71,3.97
P000353,Zenith Thought,Toys,Zenith,83.19,4.47
P000354,Pulse Letter,Electronics,Pulse,1387.39,4.43
P000355,Orion Whatever,Electronics,Orion,577.93,4.02
P000356,Willow If,Pet Supplies,Willow,67.94,2.69
P000357,Astra Hundred,Electronics,Astra,1423.47,3.6
P000358,Solace Something,Electronics,Solace,1001.67,4.03
P000359,Zenith Citizen,Pet Supplies,Zenith,31.35,4.83
P000360,Nimbus Main,Pet Supplies,Nimbus,59.31,4.45
P000361,Harbor Man,Clothing,Harbor,168.32,2.69
P000362,Zenith Check,Toys,Zenith,104.09,4.75
P000363,GreenLeaf Team,Beauty,GreenLeaf,61.12,4.08
P000364,Pulse Mr,Beauty,Pulse,41.57,3.61
P000365,NeoTech In,Toys,NeoTech,98.81,3.78
P000366,NeoTech Fill,Home & Kitchen,NeoTech,242.13,3.23
P000367,Willow West,Books,Willow,38.32,3.68
P000368,Harbor Several,Sports,Harbor,257.21,4.37
P000369,Everest Against,Toys,Everest,15.41,3.26
P000370,Everest Property,Automotive,Everest,201.91,3.3
P000371,NeoTech Stand,Groceries,NeoTech,19.06,4.9
P000372,Solace Particular,Pet Supplies,Solace,100.33,4.07
P000373,Everest Difference,Automotive,Everest,390.56,4.65
P000374,Solace The,Sports,Solace,377.51,4.71
P000375,Nimbus Choice,Home & Kitchen,Nimbus,21.73,3.12
P000376,Zenith Color,Automotive,Zenith,549.81,2.6
P000377,GreenLeaf Eat,Toys,GreenLeaf,95.77,3.38
P000378,Orion Foot,Books,Orion,9.11,3.21
P000379,Astra Present,Groceries,Astra,12.81,3.2
P000380,Solace Social,Home & Kitchen,Solace,148.33,2.57
P000381,Solace Chance,Sports,Solace,177.64,2.87
P000382,Astra Understand,Automotive,Astra,466.25,3.04
P000383,Nimbus Knowledge,Sports,Nimbus,26.27,4.47
P000384,Nimbus Take,Automotive,Nimbus,596.56,2.69
P000385,Willow Mouth,Electronics,Willow,756.87,3.96
P000386,Pulse Born,Automotive,Pulse,495.1,3.61
P000387,Acme Store,Automotive,Acme,435.72,3.9
P000388,GreenLeaf Discover,Clothing,GreenLeaf,252.09,2.92
P000389,Willow Charge,Automotive,Willow,460.66,4.77
P000390,Acme Coach,Groceries,Acme,24.1,3.79
P000391,Nimbus Establish,Home & Kitchen,Nimbus,74.41,2.87
P000392,Nimbus Subject,Home & Kitchen,Nimbus,387.23,3.15
P000393,Willow Behind,Beauty,Willow,79.35,2.51
P000394,Acme Boy,Toys,Acme,113.67,3.4
P000395,Harbor Opportunity,Books,Harbor,56.04,3.65
P000396,Willow Result,Pet Supplies,Willow,6.95,2.63
P000397,Pulse Receive,Books,Pulse,5.67,3.92
P000398,Nimbus Mr,Pet Supplies,Nimbus,108.65,4.59
P000399,Astra Reveal,Books,Astra,37.4,4.29
P000400,Orion Thus,Electronics,Orion,423.67,2.58
P000401,Astra Discuss,Automotive,Astra,291.84,4.53
P000402,Solace Change,Clothing,Solace,108.39,4.06
P000403,Orion Film,Clothing,Orion,74.66,2.55
P000404,Astra Grow,Sports,Astra,208.05,4.61
P000405,Orion Chance,Pet Supplies,Orion,7.85,4.59
P000406,NeoTech Provide,Sports,NeoTech,103.54,4.5
P000407,Acme Improve,Toys,Acme,18.79,2.92
P000408,GreenLeaf Green,Pet Supplies,GreenLeaf,10.52,3.72
P000409,Pulse Idea,Groceries,Pulse,11.8,4.77
P000410,Nimbus Surface,Beauty,Nimbus,83.41,3.1
P000411,Acme Common,Pet Supplies,Acme,50.96,2.88
P000412,Orion News,Home & Kitchen,Orion,225.99,4.0
P000413,Solace Follow,Beauty,Solace,6.79,3.76
P000414,Zenith Almost,Home & Kitchen,Zenith,63.21,3.95
P000415,Pulse Next,Electronics,Pulse,861.62,3.87
P000416,Nimbus Only,Home & Kitchen,Nimbus,54.42,4.25
P000417,Astra Lose,Beauty,Astra,218.42,4.27
P000418,GreenLeaf Later,Electronics,GreenLeaf,1413.41,3.87
P000419,Astra Remain,Groceries,Astra,18.47,3.73
P000420,Astra Federal,Books,Astra,38.79,4.38
P000421,NeoTech Method,Toys,NeoTech,121.71,3.83
P000422,Everest Fire,Clothing,Everest,257.15,4.37
P000423,Everest Police,Pet Supplies,Everest,60.29,3.98
P000424,Everest Find,Home & Kitchen,Everest,439.51,3.62
P000425,GreenLeaf Land,Home & Kitchen,GreenLeaf,126.93,2.85
P000426,Nimbus Gun,Home & Kitchen,Nimbus,244.16,4.24
P000427,NeoTech Pick,Pet Supplies,NeoTech,37.84,4.09
P000428,Zenith Stay,Beauty,Zenith,135.76,3.11
P000429,Harbor Hear,Groceries,Harbor,39.0,3.37
P000430,GreenLeaf Own,Groceries,GreenLeaf,5.35,4.51
P000431,Zenith Skin,Books,Zenith,27.08,3.96
P000432,Harbor Develop,Pet Supplies,Harbor,58.1,3.07
P000433,NeoTech Ask,Pet Supplies,NeoTech,5.28,3.46
P000434,NeoTech Anything,Toys,NeoTech,52.83,3.36
P000435,Astra Least,Books,Astra,115.46,3.81
P000436,GreenLeaf Student,Books,GreenLeaf,29.24,4.49
P000437,GreenLeaf Various,Clothing,GreenLeaf,130.95,3.37
P000438,Orion Pm,Home & Kitchen,Orion,167.79,2.98
P000439,GreenLeaf Need,Clothing,GreenLeaf,115.37,4.45
P000440,Solace Think,Beauty,Solace,10.76,4.86
P000441,Nimbus Significant,Sports,Nimbus,105.75,2.96
P000442,Everest Than,Home & Kitchen,Everest,353.65,4.66
P000443,Astra Great,Sports,Astra,61.6,4.87
P000444,Everest Opportunity,Groceries,Everest,28.92,2.63
P000445,Willow Sit,Pet Supplies,Willow,11.9,4.14
P000446,GreenLeaf Opportunity,Clothing,GreenLeaf,68.43,3.24
P000447,Astra Shake,Beauty,Astra,127.26,4.31
P000448,Zenith Stop,Pet Supplies,Zenith,66.33,2.57
P000449,GreenLeaf Left,Groceries,GreenLeaf,18.64,2.73
P000450,Orion Take,Books,Orion,15.69,3.76
P000451,Solace Camera,Electronics,Solace,228.61,3.86
P000452,Zenith Total,Books,Zenith,37.56,4.64
P000453,Everest Various,Home & Kitchen,Everest,17.06,3.34
P000454,Solace Different,Home & Kitchen,Solace,231.49,3.58
P000455,NeoTech Nearly,Clothing,NeoTech,65.06,4.45
P000456,Zenith Building,Pet Supplies,Zenith,24.35,2.83
P000457,Pulse Boy,Sports,Pulse,33.0,4.35
P000458,Everest Black,Electronics,Everest,982.1,4.82
P000459,Nimbus Next,Toys,Nimbus,74.6,3.01
P000460,Orion Final,Groceries,Orion,20.56,4.72
P000461,Nimbus Family,Electronics,Nimbus,1700.35,3.99
P000462,Harbor Who,Beauty,Harbor,142.59,3.41
P000463,Willow Plant,Sports,Willow,18.57,4.4
P000464,Orion Role,Clothing,Orion,44.1,4.33
P000465,Nimbus Professional,Toys,Nimbus,14.96,4.33
P000466,Nimbus Congress,Clothing,Nimbus,76.15,2.61
P000467,Orion Debate,Electronics,Orion,712.19,2.94
P000468,Astra Dream,Sports,Astra,36.4,4.14
P000469,Everest Later,Toys,Everest,13.01,4.45
P000470,Zenith Gas,Pet Supplies,Zenith,59.91,3.43
