review_id,order_id,product_id,user_id,rating,review_text,review_date
R00004415,O00002013,P000274,U006339,3,Customer service was helpful.,2024-10-10T23:41:55.939174
R00015117,O00006967,P001726,U008527,3,"Not as expected, quality is poor.",2024-01-19T14:21:10.683936
R00039547,O00018133,P001465,U009969,1,Highly recommend this brand.,2024-01-09T17:08:00.489037
R00026689,O00012283,P001493,U008612,3,Customer service was helpful.,2024-07-26T10:05:08.081317
R00038070,O00017459,P001353,U007897,5,Item arrived damaged.,2025-07-12T11:15:09.233745
R00026305,O00012119,P001936,U008113,3,Color was different from images.,2025-01-08T21:34:52.729172
R00013316,O00006126,P000076,U007902,4,"Not as expected, quality is poor.",2025-11-07T19:16:25.139196
R00027487,O00012642,P001116,U001152,5,Customer service was helpful.,2025-05-13T03:52:58.407000
R00039803,O00018255,P001564,U004501,3,"Excellent product, will buy again.",2025-09-12T13:02:27.849186
R00043417,O00019957,P000386,U003704,2,Color was different from images.,2024-08-26T17:51:45.765739
R00008346,O00003818,P001919,U006497,4,Customer service was helpful.,2025-01-04T02:49:20.874199
R00017225,O00007955,P001553,U008510,2,Value for money.,2025-09-22T06:58:20.371926
R00037826,O00017351,P001022,U004468,5,Fast shipping and good packaging.,2025-09-10T20:56:13.156732
R00037320,O00017127,P000557,U009238,3,Customer service was helpful.,2025-03-07T04:29:52.556686
R00031336,O00014389,P001850,U009942,4,Works perfectly!,2024-02-28T14:28:49.961135
R00018475,O00008531,P000203,U008712,3,"Not as expected, quality is poor.",2024-04-15T10:23:18.642021
R00031009,O00014244,P000202,U006225,4,"Excellent product, will buy again.",2024-04-05T18:14:03.145328
R00008447,O00003864,P001822,U004324,3,Decent product for the price.,2025-07-22T23:02:07.979516
R00010345,O00004759,P001075,U003165,5,Fast shipping and good packaging.,2024-11-03T11:00:23.426172
R00029295,O00013467,P001276,U006859,2,Value for money.,2024-06-13T02:35:27.189981
R00018598,O00008592,P000594,U001571,4,Highly recommend this brand.,2024-09-25T08:50:24.557337
R00033113,O00015213,P001511,U008709,3,Decent product for the price.,2024-04-01T21:03:37.249861
R00037990,O00017425,P001473,U006985,4,Color was different from images.,2025-02-05T09:38:55.927105
R00021670,O00010004,P001684,U000763,5,Color was different from images.,2024-11-11T08:23:24.330035
R00029533,O00013573,P000758,U009007,5,Decent product for the price.,2025-07-10T06:42:20.164775
R00041687,O00019125,P001817,U005096,5,Color was different from images.,2025-10-01T15:35:38.881542
R00028308,O00013017,P001868,U003694,3,Decent product for the price.,2025-04-25T10:48:15.885622
R00017169,O00007929,P001315,U002039,5,Customer service was helpful.,2025-07-10T18:58:08.811014
R00007179,O00003257,P000161,U006365,4,Customer service was helpful.,2025-07-30T03:24:44.440920
R00042427,O00019484,P001773,U009903,3,Decent product for the price.,2024-03-23T00:35:03.058862
R00026462,O00012194,P001700,U005062,2,Item arrived damaged.,2025-02-19T12:23:08.801280
R00004910,O00002237,P000767,U009510,4,Value for money.,2025-10-05T18:11:12.846662
R00008786,O00004021,P000909,U003178,2,"Excellent product, will buy again.",2025-05-16T23:50:33.166665
R00001513,O00000682,P000934,U004291,5,"Excellent product, will buy again.",2025-05-30T17:30:04.847579
R00028892,O00013290,P001791,U000280,5,Fast shipping and good packaging.,2024-05-02T10:59:19.610309
R00001745,O00000794,P000986,U002451,4,Value for money.,2024-05-07T19:53:57.152083
R00041701,O00019133,P001086,U007312,4,Color was different from images.,2025-01-30T00:02:19.459960
R00031766,O00014586,P001844,U000487,4,Works perfectly!,2024-02-23T21:43:25.710134
R00034848,O00015997,P001992,U004906,5,"Excellent product, will buy again.",2025-02-16T12:00:31.569016
R00022242,O00010276,P001612,U006670,2,Fast shipping and good packaging.,2025-05-29T00:06:21.022859
R00006849,O00003101,P000575,U003565,2,"Excellent product, will buy again.",2024-04-14T07:48:05.689367
R00020923,O00009674,P000453,U006699,2,Works perfectly!,2024-03-13T21:17:34.601835
R00002097,O00000967,P001431,U001488,5,Value for money.,2024-02-29T06:49:14.944482
R00026921,O00012380,P001835,U003289,3,Item arrived damaged.,2025-04-13T18:49:00.150157
R00036887,O00016926,P001083,U008550,5,"Not as expected, quality is poor.",2024-05-02T06:28:40.313093
R00027073,O00012450,P001874,U003749,4,"Not as expected, quality is poor.",2025-03-09T13:37:39.058437
R00030070,O00013819,P001839,U001762,2,Item arrived damaged.,2024-12-27T01:35:29.715213
R00017206,O00007947,P001879,U007305,5,Value for money.,2024-03-15T19:57:03.984411
R00006192,O00002801,P000735,U000684,5,"Excellent product, will buy again.",2024-07-09T07:26:45.836942
R00003808,O00001723,P000057,U000019,3,Highly recommend this brand.,2024-06-13T06:41:25.564392
R00034002,O00015608,P000615,U004817,4,Color was different from images.,2025-06-30T08:43:57.269485
R00026736,O00012305,P000281,U006274,2,Works perfectly!,2024-07-20T22:44:42.549742
R00030517,O00014020,P000444,U007269,5,"Not as expected, quality is poor.",2024-05-29T05:38:18.504769
R00030129,O00013843,P001349,U008892,3,Fast shipping and good packaging.,2024-06-03T10:10:41.115123
R00002814,O00001292,P000260,U003672,3,Fast shipping and good packaging.,2024-04-23T22:43:40.365020
R00001424,O00000639,P000668,U008489,4,Works perfectly!,2025-02-21T18:16:44.576972
R00028221,O00012980,P000265,U000564,3,Value for money.,2025-03-11T23:31:57.408062
R00025177,O00011621,P000681,U005571,3,Customer service was helpful.,2024-05-29T21:02:37.140853
R00005923,O00002686,P000547,U009218,4,Item arrived damaged.,2024-09-07T09:44:18.888144
R00009960,O00004568,P001892,U006627,3,Customer service was helpful.,2024-07-18T23:28:11.654673
R00038052,O00017451,P000610,U008835,5,Works perfectly!,2025-08-29T08:28:30.686548
R00029572,O00013592,P000565,U008725,4,Highly recommend this brand.,2024-10-06T07:05:19.324121
R00028425,O00013073,P000560,U002904,4,Color was different from images.,2025-01-25T14:53:14.965945
R00042210,O00019380,P001217,U003670,3,"Excellent product, will buy again.",2024-07-02T00:01:15.965881
R00032591,O00014961,P000986,U004488,5,Fast shipping and good packaging.,2025-04-29T02:52:21.056563
R00023978,O00011062,P000089,U009761,4,Customer service was helpful.,2024-10-24T19:04:35.712701
R00033317,O00015299,P000496,U009183,3,Color was different from images.,2024-07-15T05:38:37.983968
R00012856,O00005907,P001066,U007676,5,"Not as expected, quality is poor.",2024-07-03T19:48:47.164738
R00015322,O00007059,P000590,U008904,5,"Excellent product, will buy again.",2025-08-04T19:48:32.011307
R00023869,O00011017,P000004,U001871,5,Decent product for the price.,2025-10-22T11:24:20.046787
R00042346,O00019442,P000609,U003909,4,Item arrived damaged.,2025-07-24T19:34:49.022814
R00041646,O00019108,P000891,U003089,4,Customer service was helpful.,2025-06-15T21:11:51.301213
R00018490,O00008538,P001217,U004531,3,Value for money.,2025-06-30T04:56:50.501262
R00029072,O00013374,P000251,U003006,3,Customer service was helpful.,2025-03-19T23:59:09.769212
R00027700,O00012739,P000183,U003583,5,Highly recommend this brand.,2024-10-29T06:49:50.449414
R00011782,O00005423,P000509,U005590,5,"Excellent product, will buy again.",2024-10-26T11:47:11.356969
R00014581,O00006717,P000568,U003854,4,Item arrived damaged.,2024-04-30T21:32:02.247424
R00009568,O00004407,P000164,U009165,3,Works perfectly!,2024-04-07T11:01:42.621040
R00029022,O00013353,P000599,U005902,3,Fast shipping and good packaging.,2024-03-17T09:39:37.638539
R00042815,O00019677,P001720,U000106,3,Decent product for the price.,2024-03-26T14:10:01.640489
R00033026,O00015166,P001254,U009027,2,Color was different from images.,2025-10-21T19:55:36.293320
R00001764,O00000802,P000002,U005827,4,Decent product for the price.,2025-04-05T20:10:48.233061
R00035211,O00016172,P001673,U008447,4,Highly recommend this brand.,2025-02-23T03:03:37.319829
R00031386,O00014411,P001371,U009866,3,Color was different from images.,2024-07-26T03:41:29.144311
R00011246,O00005178,P001012,U007204,3,"Not as expected, quality is poor.",2024-11-08T23:13:04.709554
R00038213,O00017523,P000885,U001761,3,Value for money.,2024-02-26T00:14:46.400675
R00009263,O00004253,P000165,U009954,5,Customer service was helpful.,2024-10-16T22:52:28.848546
R00027798,O00012786,P001907,U004483,4,Highly recommend this brand.,2025-02-28T08:00:47.665812
R00013920,O00006404,P000025,U002788,5,Color was different from images.,2024-10-30T06:58:54.493346
R00040025,O00018356,P000467,U009645,3,Highly recommend this brand.,2025-07-12T06:04:26.310185
R00016275,O00007518,P000780,U001071,3,Color was different from images.,2025-07-19T05:02:31.232056
R00004748,O00002158,P000789,U000528,4,Value for money.,2024-02-22T13:21:15.585719
R00015324,O00007060,P000172,U000078,4,"Not as expected, quality is poor.",2024-09-21T14:09:18.453402
R00031049,O00014262,P001965,U007887,5,Fast shipping and good packaging.,2024-07-06T03:57:24.407259
R00030573,O00014045,P000141,U004172,1,Works perfectly!,2025-05-01T19:25:30.230151
R00013094,O00006014,P001488,U009557,2,Item arrived damaged.,2024-01-25T16:25:07.073495
R00024593,O00011350,P001542,U009554,3,Works perfectly!,2024-10-26T16:56:31.916882
R00016898,O00007802,P001082,U001541,2,Color was different from images.,2025-09-15T16:24:32.589498
R00026761,O00012317,P000274,U008741,2,"Not as expected, quality is poor.",2025-03-19T01:47:36.555666
R00022161,O00010239,P000384,U001676,5,Item arrived damaged.,2024-12-09T03:25:17.893829
R00004041,O00001843,P000391,U009902,3,Fast shipping and good packaging.,2024-09-01T12:11:12.175316
R00008245,O00003769,P001882,U004428,1,"Not as expected, quality is poor.",2025-02-23T00:49:48.695695
R00010924,O00005025,P000459,U008791,4,Works perfectly!,2024-03-09T12:58:11.358669
R00042500,O00019522,P001461,U005717,2,Fast shipping and good packaging.,2025-05-14T04:49:41.351434
R00024783,O00011433,P000527,U009716,3,Decent product for the price.,2025-03-21T20:48:18.007868
R00032085,O00014733,P001524,U007910,4,Fast shipping and good packaging.,2024-04-07T07:01:16.181305
R00020197,O00009330,P001958,U007748,4,Item arrived damaged.,2024-05-06T20:19:23.096651
R00024849,O00011463,P000026,U008222,4,Decent product for the price.,2025-04-08T16:01:52.366945
R00007216,O00003279,P000787,U000010,3,Customer service was helpful.,2024-05-28T17:31:48.230436
R00034192,O00015696,P001900,U005445,3,Customer service was helpful.,2025-07-29T13:15:59.696892
R00039566,O00018142,P000239,U003112,2,Works perfectly!,2025-07-26T11:01:32.725091
R00011470,O00005280,P001501,U007771,5,Fast shipping and good packaging.,2024-12-31T08:23:01.216159
R00009070,O00004159,P000701,U002442,4,"Not as expected, quality is poor.",2025-05-05T15:39:42.668262
R00012544,O00005763,P000983,U008880,5,Value for money.,2025-06-27T16:01:07.917125
R00009587,O00004414,P001376,U004306,3,"Excellent product, will buy again.",2025-05-26T08:25:54.370818
R00005620,O00002559,P000761,U006853,5,"Excellent product, will buy again.",2024-10-03T04:43:13.961274
R00037076,O00017016,P000373,U000171,5,Decent product for the price.,2024-05-17T21:05:10.016172
R00014196,O00006534,P000762,U003827,4,Works perfectly!,2025-07-30T16:10:09.094416
R00037380,O00017159,P001565,U008562,5,Customer service was helpful.,2024-07-01T19:48:28.480154
R00034593,O00015881,P000990,U007953,3,"Excellent product, will buy again.",2024-09-30T13:29:43.344495
R00012289,O00005646,P001962,U001438,5,Item arrived damaged.,2024-09-19T16:21:30.329439
R00005203,O00002366,P001425,U001820,3,"Excellent product, will buy again.",2024-12-20T14:27:43.223800
R00017093,O00007896,P000091,U005226,4,"Excellent product, will buy again.",2024-04-19T09:50:36.014461
R00009864,O00004526,P000508,U008268,4,Value for money.,2024-10-26T03:43:13.920363
R00033323,O00015302,P001695,U007704,3,Item arrived damaged.,2025-01-24T01:24:57.707351
R00038788,O00017781,P001364,U009919,4,"Not as expected, quality is poor.",2025-06-08T20:14:54.713853
R00038523,O00017658,P000444,U001908,3,Highly recommend this brand.,2024-01-16T23:45:26.652204
R00041984,O00019263,P001498,U004134,1,"Excellent product, will buy again.",2024-07-29T16:53:19.378154
R00027550,O00012667,P000700,U008710,4,Fast shipping and good packaging.,2024-12-13T13:10:42.955147
R00038454,O00017626,P001533,U008801,2,Color was different from images.,2025-05-17T04:05:16.616569
R00005207,O00002367,P000723,U001833,4,Item arrived damaged.,2025-02-25T16:54:14.715302
R00006247,O00002826,P001149,U008424,5,Value for money.,2025-07-17T13:03:58.306396
R00005806,O00002633,P001203,U003768,3,Fast shipping and good packaging.,2025-10-25T22:35:39.989277
R00037309,O00017123,P000481,U009145,3,Highly recommend this brand.,2025-03-23T11:09:49.584988
R00025790,O00011888,P001568,U007288,4,Fast shipping and good packaging.,2024-10-03T09:53:21.763759
R00008925,O00004087,P000651,U000316,3,Fast shipping and good packaging.,2025-03-10T07:39:13.064230
R00006388,O00002886,P000010,U001633,3,"Not as expected, quality is poor.",2024-02-22T21:31:36.103664
R00042617,O00019578,P001010,U007639,4,Fast shipping and good packaging.,2024-08-02T20:15:56.605900
R00028352,O00013039,P001936,U006516,5,Item arrived damaged.,2025-11-04T02:02:02.497904
R00003565,O00001613,P002000,U003174,3,Value for money.,2025-06-30T05:55:59.031312
R00027031,O00012431,P001570,U004325,4,Item arrived damaged.,2024-01-19T16:55:27.198467
R00013211,O00006075,P000735,U003370,4,"Not as expected, quality is poor.",2025-04-17T00:14:59.843420
R00010765,O00004955,P001594,U008571,3,Item arrived damaged.,2025-07-16T03:42:48.031826
R00041740,O00019150,P000687,U005748,3,Highly recommend this brand.,2024-02-04T17:05:43.243534
R00013454,O00006191,P000052,U002239,3,"Not as expected, quality is poor.",2025-07-15T02:32:58.896410
R00030409,O00013968,P001639,U004626,1,Decent product for the price.,2025-07-06T08:05:24.909328
R00016278,O00007518,P001382,U001071,5,Customer service was helpful.,2025-10-09T02:21:03.744806
R00030644,O00014075,P001178,U000932,3,Highly recommend this brand.,2025-01-18T18:25:17.103747
R00038703,O00017732,P001613,U000462,4,Color was different from images.,2025-02-24T19:08:01.713421
R00015979,O00007376,P001321,U007306,4,Value for money.,2024-07-29T14:23:40.627952
R00018116,O00008376,P000078,U007393,3,"Not as expected, quality is poor.",2024-11-03T23:22:04.358631
R00024441,O00011276,P000434,U003904,3,Highly recommend this brand.,2025-05-04T05:56:54.481557
R00024854,O00011465,P001336,U002167,4,Highly recommend this brand.,2024-01-17T20:18:27.008668
R00042585,O00019564,P001945,U008694,4,Customer service was helpful.,2024-10-07T18:19:02.757766
R00018188,O00008405,P001392,U000158,5,Item arrived damaged.,2025-03-30T00:41:26.669880
R00003602,O00001631,P000435,U009616,3,Value for money.,2025-05-25T01:55:14.926162
R00020552,O00009502,P001182,U006159,5,Customer service was helpful.,2024-12-24T14:28:59.850445
R00022953,O00010592,P000593,U006087,2,Value for money.,2024-11-21T06:23:22.480990
R00010161,O00004669,P000099,U004344,4,"Not as expected, quality is poor.",2025-07-03T08:17:19.363777
R00029187,O00013427,P001141,U006685,3,"Excellent product, will buy again.",2025-05-23T16:21:35.593007
R00012048,O00005543,P001674,U003511,3,"Not as expected, quality is poor.",2024-10-04T12:14:04.602997
R00004359,O00001995,P000693,U008136,4,Highly recommend this brand.,2024-07-18T23:17:16.500024
R00016129,O00007458,P000767,U003078,3,Value for money.,2025-06-01T10:48:02.569365
R00015748,O00007270,P000481,U009410,4,Highly recommend this brand.,2024-01-26T11:25:45.813331
R00033442,O00015358,P001165,U004707,2,Item arrived damaged.,2025-01-28T13:32:17.261049
R00010558,O00004860,P000985,U004840,2,Decent product for the price.,2025-06-08T10:50:15.706059
R00013933,O00006411,P001859,U007986,3,Value for money.,2024-03-25T01:20:26.418069
R00020804,O00009617,P000396,U006480,3,"Not as expected, quality is poor.",2024-12-20T10:29:41.643056
R00039428,O00018077,P000497,U001608,2,Works perfectly!,2024-06-02T09:04:17.105031
R00030713,O00014103,P000074,U003731,5,"Not as expected, quality is poor.",2024-12-11T15:30:05.059355
R00032175,O00014775,P000291,U004953,4,Highly recommend this brand.,2025-05-03T04:58:23.318098
R00040716,O00018667,P000855,U008512,2,Works perfectly!,2025-01-10T00:33:00.299557
R00032165,O00014770,P000310,U001322,5,"Excellent product, will buy again.",2024-04-05T16:15:29.779999
R00003954,O00001795,P000319,U005191,5,Highly recommend this brand.,2025-02-23T10:31:20.120301
R00012524,O00005753,P000506,U003650,4,Customer service was helpful.,2025-06-12T12:46:31.219990
R00008778,O00004018,P001578,U007086,5,Color was different from images.,2024-11-17T14:36:26.804579
R00039251,O00017997,P000806,U000881,3,Fast shipping and good packaging.,2024-11-08T11:38:33.626146
R00019275,O00008911,P001578,U000561,4,"Not as expected, quality is poor.",2025-09-18T04:05:41.355577
R00002018,O00000929,P000032,U009389,2,Fast shipping and good packaging.,2025-01-17T23:16:47.131186
R00034036,O00015625,P000323,U004404,4,Value for money.,2024-05-07T09:04:59.553595
R00039744,O00018228,P001188,U008058,2,Item arrived damaged.,2024-03-30T23:41:02.809707
R00019530,O00009032,P000189,U000379,5,"Excellent product, will buy again.",2024-12-04T10:28:57.056557
R00023128,O00010672,P001593,U005067,3,Item arrived damaged.,2024-10-15T12:02:28.114325
R00012566,O00005773,P001550,U000631,5,Customer service was helpful.,2025-04-12T03:21:35.413476
R00010876,O00005005,P000401,U009771,2,Color was different from images.,2025-08-08T16:07:53.331793
R00002505,O00001152,P001789,U006817,4,"Not as expected, quality is poor.",2025-10-05T08:49:51.881648
R00032380,O00014870,P001076,U008702,5,Customer service was helpful.,2025-08-05T02:40:51.686678
R00030135,O00013845,P001850,U002691,2,Color was different from images.,2025-10-29T11:25:48.951076
R00021360,O00009873,P001705,U007610,5,Works perfectly!,2025-04-01T13:12:20.650838
R00011739,O00005404,P000382,U002028,4,"Not as expected, quality is poor.",2024-11-10T00:28:05.760451
R00022851,O00010551,P000380,U001458,2,Customer service was helpful.,2024-04-21T04:04:20.525627
R00011471,O00005281,P000201,U004215,3,Color was different from images.,2025-06-27T10:10:31.451877
R00025689,O00011848,P001893,U000047,5,Color was different from images.,2024-01-18T11:39:41.677262
R00012978,O00005960,P000791,U007673,5,Value for money.,2024-12-30T00:57:11.732846
R00018418,O00008506,P000096,U006885,3,Highly recommend this brand.,2024-05-28T01:56:00.054152
R00013437,O00006184,P001226,U001043,4,"Not as expected, quality is poor.",2024-04-11T14:13:37.346979
R00027192,O00012502,P001266,U007561,3,Item arrived damaged.,2025-01-15T03:20:22.121810
R00015515,O00007157,P000378,U001279,4,Works perfectly!,2024-05-09T11:05:23.513749
R00035344,O00016230,P001456,U008504,3,Highly recommend this brand.,2025-01-22T07:40:24.964979
R00018113,O00008374,P001350,U007166,3,"Excellent product, will buy again.",2024-07-25T16:13:45.994178
R00004908,O00002237,P000767,U009510,3,Color was different from images.,2024-01-15T03:44:32.483058
R00017670,O00008169,P001352,U001130,5,Works perfectly!,2024-02-04T20:35:36.113802
R00000249,O00000106,P001284,U008953,4,Decent product for the price.,2024-01-14T08:34:51.605438
R00015538,O00007170,P000669,U007470,3,Color was different from images.,2024-01-07T23:38:03.726546
R00003781,O00001709,P000986,U004633,2,Decent product for the price.,2025-06-16T09:58:12.908197
R00035146,O00016144,P001549,U009563,4,Color was different from images.,2024-02-18T22:32:47.235502
R00005946,O00002696,P001333,U005662,1,Value for money.,2024-11-18T04:06:25.663002
R00023867,O00011016,P001633,U001880,3,Fast shipping and good packaging.,2025-02-16T21:16:31.834286
R00004943,O00002256,P001578,U003145,5,Highly recommend this brand.,2024-01-05T12:48:11.769684
R00026088,O00012014,P001790,U003090,4,Decent product for the price.,2024-02-22T00:18:15.018026
R00020606,O00009527,P001203,U001768,4,Works perfectly!,2025-04-24T23:49:36.820673
R00040734,O00018673,P001226,U006030,4,Highly recommend this brand.,2025-08-07T08:01:33.840107
R00016681,O00007703,P001408,U006557,4,Highly recommend this brand.,2025-06-07T07:56:49.082342
R00021794,O00010065,P000685,U009954,4,"Not as expected, quality is poor.",2024-11-12T00:44:11.115590
R00029463,O00013543,P000160,U000006,3,Highly recommend this brand.,2025-09-20T23:57:38.130178
R00018877,O00008720,P000955,U006622,4,"Not as expected, quality is poor.",2024-08-20T10:33:34.405289
R00043105,O00019820,P000048,U008874,3,Value for money.,2024-02-03T18:15:18.609352
R00020375,O00009414,P000729,U000456,3,"Not as expected, quality is poor.",2025-10-04T19:12:31.436315
R00026094,O00012017,P001005,U009411,3,Customer service was helpful.,2024-12-04T17:59:38.958432
R00023297,O00010747,P001547,U009319,3,Customer service was helpful.,2025-02-21T13:42:06.654164
R00013523,O00006224,P001411,U003385,4,Customer service was helpful.,2024-11-08T09:57:18.265255
R00017691,O00008176,P000921,U009372,3,Fast shipping and good packaging.,2024-04-27T22:06:35.634036
R00014056,O00006471,P000876,U004439,4,Customer service was helpful.,2024-04-06T04:17:13.785698
R00009090,O00004167,P000840,U003231,4,"Not as expected, quality is poor.",2025-02-17T13:20:09.063815
R00023177,O00010693,P001547,U007656,4,Highly recommend this brand.,2025-09-12T21:59:00.692834
R00011731,O00005400,P001114,U004475,2,Color was different from images.,2024-04-22T21:59:20.588303
R00009567,O00004406,P001068,U006871,4,Highly recommend this brand.,2024-06-08T23:48:14.305315
R00026145,O00012044,P000394,U002533,5,"Excellent product, will buy again.",2024-04-28T15:01:54.444094
R00009402,O00004318,P000003,U004306,4,Highly recommend this brand.,2025-05-12T15:09:06.045592
R00039057,O00017901,P001246,U006795,4,"Excellent product, will buy again.",2025-05-02T17:22:44.789825
R00005676,O00002579,P001370,U005808,4,"Excellent product, will buy again.",2024-06-09T21:13:38.445101
R00014110,O00006496,P000717,U002767,4,Value for money.,2024-07-03T17:03:20.550410
R00040454,O00018543,P000732,U003910,4,Value for money.,2025-01-08T07:27:30.984579
R00019351,O00008950,P000356,U001565,2,Highly recommend this brand.,2025-05-09T16:46:32.526714
